"id","estimate_id","quantity","mfr_no","part_no","description","cost","price","pass2"
692,357,1,,,"Oil filter",3.24,8.00,0
693,357,,,,,,,0
694,358,0,,,,0.00,0.00,0
695,359,1,,,"Starter",151.76,275.20,0
696,360,1,,,"Water pump",44.89,83.05,0
697,360,1,,,"Antifreeze",5.00,10.00,0
698,360,1,,,"Freon",7.00,20.00,0
699,361,1,,,"Antifreeze",8.00,15.00,0
700,361,1,,,"Headlight switch",20.43,40.85,0
701,362,1,,,"Starter",95.06,134.89,0
702,363,1,,,"Brake pads",39.45,66.70,0
703,363,1,,,"Rotors (2)",41.92,86.00,0
704,364,1,,,"Intake gasket set",34.92,70.00,0
705,364,1,,,"Valve cover gaskets",9.61,19.82,0
706,364,,,,,,,0
707,364,,,,,,,0
708,365,1,,,"Oil pressure switch",6.65,10.27,0
709,365,1,,,"Brakes",29.37,64.00,0
710,365,1,,,"Rotor",29.37,61.50,0
711,362,,,,,,,0
712,363,,,,,,,0
713,366,1,,,"Freon & A/C dye",10.00,20.00,0
714,369,1,,,"Two wheel cylinders",21.42,42.84,0
715,369,1,,,"Brake fluid",3.00,5.00,0
716,370,1,,,"Oil filter",3.24,8.00,0
717,370,,,,,,,0
718,371,1,,,"Used transmission",200.00,300.00,0
719,371,1,,,"Fluid",15.00,30.00,0
720,371,1,,,"Transmission Mount",8.47,20.92,0
721,371,1,,,"Oil seal",2.09,4.08,0
722,367,,,,,,,0
723,372,1,,,"Front struts",88.28,191.92,0
724,373,1,,,"Freon and dye",15.00,25.00,0
725,374,1,,,"Oil filter",3.24,8.00,0
726,84,,,,,,,0
727,84,,,,,,,0
728,6,,,,,,,0
729,122,,,,,,,0
730,374,1,,,"Cable ends",4.00,6.00,0
731,373,,,,,,,0
732,375,0,,,,0.00,0.00,0
733,376,1,,,"Brake light switch",,39.96,0
734,377,0,,,,0.00,0.00,0
735,378,1,,,,0.00,0.00,0
736,378,,,,,,,0
737,374,,,,,,,0
738,379,0,,,,0.00,0.00,0
739,380,1,,,"Freon",,20.00,0
740,381,,,,,,,0
741,382,1,,,"Oil filter",3.24,8.00,0
742,368,,,,,,,0
743,383,1,,,"Oil filter",3.24,8.00,0
744,384,0,,,,0.00,0.00,0
745,384,,,,,,,0
746,381,,,,,,,0
747,385,1,,,"Freon",9.00,20.00,0
748,386,1,,,"Battery",53.95,85.95,0
749,387,0,,,,0.00,0.00,0
750,388,1,,,"Oil filter",3.24,8.00,0
751,388,1,,,"Battery",49.95,59.95,0
752,388,,,,,,,0
753,389,1,,,"Oil filter",3.75,10.94,0
754,389,1,,,"Fuel filter",10.74,22.60,0
755,390,0,,,,0.00,0.00,0
756,391,,,,,0.00,0.00,0
757,391,,,,,,,0
758,392,1,,,"Oil filter",3.24,8.00,0
759,393,1,,,"Belt",18.96,43.10,0
760,392,,,,,,,0
761,394,1,,,"Front brake pads",38.04,83.60,0
762,394,,,,,,,0
763,394,,,,,,,0
764,393,,,,,,,0
765,392,,,,,,,0
766,395,1,,,"Oil pressure switch",7.73,7.73,0
767,396,1,,,"Oil pressure switch",27.95,39.95,0
768,397,1,,,"Intake manifold set",0.00,6.67,0
769,397,,,,,,,0
770,398,1,,,"Alternator",159.32,238.00,0
771,398,1,,,"Belt",15.84,36.00,0
772,399,,,,,,,0
773,399,,,,,,,0
774,399,,,,,,,0
775,399,,,,,,,0
776,399,,,,,,,0
777,400,1,,,"Oil filter",3.24,8.00,0
778,400,1,,,"Spark plugs",12.48,26.80,0
779,400,1,,,"Wires",3.72,71.34,0
780,400,1,,,"Front brakes",35.76,78.60,0
781,400,1,,,"PCV valve",3.36,5.00,0
782,400,1,,,"Fuel filter",8.36,16.72,0
783,401,1,,,"Oil filter",3.24,8.00,0
784,401,,,,,,,0
785,402,0,,,,0.00,0.00,0
786,403,0,,,,0.00,0.00,0
787,404,1,,,"Oil filter",3.24,8.00,0
788,404,1,,,"Dimmer switch",65.75,125.72,0
789,405,1,,,"Oil filter",3.24,8.00,0
790,406,1,,,"Spark plugs",6.00,14.36,0
791,406,1,,,"Wires",38.92,86.99,0
792,407,1,,,"2 fuses and 1 bulb",3.00,6.00,0
793,408,1,,,"Transmission gear lube",4.00,8.00,0
794,408,1,,,"Flywheel",39.95,79.95,0
795,409,1,,,"Oil filter",3.24,8.00,0
796,410,1,,,"Oil filter",3.24,8.00,0
797,399,,,,,,,0
798,400,,,,,,,0
799,399,,,,,,,0
800,373,,,,,,,0
801,383,,,,,,,0
802,388,,,,,,,0
803,386,,,,,,,0
804,389,,,,,,,0
805,391,,,,,,,0
806,391,,,,,,,0
807,396,,,,,,,0
808,401,,,,,,,0
809,410,,,,,,,0
810,407,,,,,,,0
811,353,,,,,,,0
812,357,,,,,,,0
813,370,,,,,,,0
814,321,,,,,,,0
815,332,,,,,,,0
816,411,,,,,,,0
817,411,,,,,,,0
818,412,1,,,"Oil filter",3.24,8.00,0
819,412,1,,,"Fuel filter",10.77,22.68,0
820,413,1,,,"Front brakes",34.89,76.68,0
821,413,1,,,"Rotors",25.12,58.30,0
822,414,1,,,"Battery",44.95,54.95,0
823,414,1,,,"Battery hold down",19.89,27.89,0
824,415,0,,,,0.00,0.00,0
825,416,0,,,,0.00,0.00,0
826,417,0,,,,0.00,0.00,0
827,418,0,,,,0.00,0.00,0
828,411,,,,,,,0
829,420,1,,,"Oil filter",3.24,8.00,0
830,421,1,,,"Oil filter",3.24,8.00,0
831,421,1,,,"Freon",12.00,20.00,0
832,421,1,,,"Brake fluid",,1.00,0
833,422,0,,,,0.00,0.00,0
834,423,0,,,,0.00,0.00,0
835,424,1,,,"Master cylinder",17.06,29.75,0
836,424,1,,,"Brake fluid",3.00,5.00,0
837,425,0,,,,0.00,0.00,0
838,426,1,,,"Battery",46.95,74.95,0
839,426,,,,,,,0
840,426,,,,,,,0
841,427,1,,,"Ignition switch",19.43,24.43,0
842,427,1,,,"Lock cylinder",15.04,64.94,0
843,427,1,,,"Battery",53.95,85.95,0
844,427,1,,,"Starter",70.04,136.00,0
845,427,1,,,"Fuel filter",10.71,22.68,0
846,427,1,,,"Muffler hanger",7.34,16.05,0
847,427,1,,,"Oil filter",3.24,8.00,0
848,427,,,,,,,0
849,427,,,,,,,0
850,428,1,,,"Axle",54.95,130.00,0
851,328,,,,,,,0
852,429,0,,,,0.00,0.00,0
853,430,1,,,"Front brakes",31.40,69.00,0
854,430,1,,,"Two rotors",97.72,160.00,0
855,431,0,,,,0.00,0.00,0
856,432,1,,,"Oil pressure switch",11.73,21.53,0
857,432,1,,,"Brake hose",14.00,28.00,0
858,432,1,,,"Brake fluid",2.50,5.00,0
859,433,1,,,"Oil filter",3.24,8.00,0
860,434,1,,,"Belt",23.78,54.05,0
861,434,1,,,"Clamps",7.00,12.00,0
862,434,1,,,"Upper hose",10.95,24.88,0
863,434,1,,,"Lower hose",16.49,37.48,0
864,434,1,,,"Bypass hose",7.21,16.38,0
865,434,1,,,"Fittings",7.67,17.43,0
866,434,1,,,"Heater hoses (2)",22.67,51.53,0
867,434,1,,,"Antifreeze",7.50,15.00,0
868,435,1,,,"Oil filter",3.24,8.00,0
869,436,1,,,"A/C Belt",8.86,20.13,0
870,436,,,,,,,0
871,435,,,,,,,0
872,434,,,,,,,0
873,437,1,,,"Valve cover gaskets",19.53,37.75,0
874,437,1,,,"Freon",15.00,30.00,0
875,437,1,,,"A/C stop leak",6.00,9.95,0
876,437,,,,,,,0
877,438,1,,,"Crank shaft sensor",55.32,88.32,0
878,438,1,,,"crank shaft sensor wiring harness",14.12,20.05,0
879,438,,,,,,,0
880,438,,,,,,,0
881,439,0,,,,0.00,0.00,0
882,439,,,,,,,0
883,6,,,,,,,0
884,,,,,,,,0
885,,,,,,,,0
886,440,1,,,"Starter",119.95,220.70,0
887,441,1,,,"Evaporator coil",248.64,284.78,0
888,441,1,,,"Freon oil and o-ring kit",20.00,30.00,0
889,442,1,,,"Freon",5.00,10.00,0
890,443,1,,,"Shocks (2)",38.70,88.58,0
891,444,0,,,,0.00,0.00,0
892,445,0,,,,0.00,0.00,0
893,446,1,,,"Oil filter",3.24,8.00,0
894,447,0,,,,0.00,0.00,0
895,448,0,,,,0.00,0.00,0
896,449,1,,,"Oil filter",3.24,8.00,0
897,449,1,,,"Freon",5.00,10.00,0
898,450,1,,,"Neutral safety switch",80.96,130.00,0
899,451,1,,,"Alternator",38.80,71.78,0
900,451,1,,,"Serpentine and power steering belt",36.24,72.48,0
901,451,1,,,"Rear shocks",29.44,67.86,0
902,451,1,,,"Sway bar link kit",5.10,11.19,0
903,452,1,,,"Freon and dye",15.00,25.00,0
904,452,,,,,,,0
905,452,,,,,,,0
906,453,1,,,"Used rear end",150.00,225.00,0
907,453,1,,,"Wheel nuts",4.60,4.60,0
908,454,1,,,"Brake lines and brake fluid",11.58,17.25,0
909,455,1,,,"Oxygen Sensor",42.28,81.84,0
910,456,1,,,"Window gear kit",19.39,29.30,0
911,456,1,,,"Left window motor",0.00,0.00,0
912,438,,,,,,,0
913,438,,,,,,,0
914,438,,,,,,,0
915,438,,,,,,,0
916,458,0,,,,0.00,0.00,0
917,457,1,,,"Oxygen sensor",62.01,120.30,0
918,459,0,,,,0.00,0.00,0
919,460,1,,,"Rotor",4.23,6.46,0
920,460,1,,,"Distributor cap",16.85,29.48,0
921,460,1,,,"Plug wires",29.82,53.54,0
922,461,0,,,,0.00,0.00,0
923,462,1,,,"Ignition control module",28.92,50.59,0
924,463,1,,,"Spark plugs",9.36,20.10,0
925,463,1,,,"Wires",26.31,47.27,0
926,463,1,,,"Rotors",25.12,60.00,0
927,464,0,,,,0.00,0.00,0
928,465,1,,,"Differential pressure egr sensor",23.82,29.78,0
929,466,1,,,"Brake hose",15.80,31.60,0
930,466,1,,,"Fluid",3.00,5.00,0
931,467,1,,,"Oil filter",3.24,8.00,0
932,467,1,,,"Flush antifreeze",15.00,29.95,0
933,467,1,,,"Brake pads",56.20,82.14,0
934,467,,,,,,,0
935,468,0,,,,,0.00,0
936,469,1,,,"Alternator",79.95,79.95,0
937,469,1,,,"Regulator",32.34,32.34,0
938,469,1,,,"Battery",0.00,0.00,0
939,470,0,,,,0.00,0.00,0
940,471,1,,,"Ignition coil",43.03,75.27,0
941,471,1,,,"Spark plugs (8)",12.80,27.44,0
942,472,1,,,"U Joints",17.46,30.98,0
943,473,1,,,"Serpentine Belt",14.91,33.88,0
944,474,0,,,,0.00,0.00,0
945,475,0,,,,0.00,0.00,0
946,476,1,,,"Transmission filter kit",10.23,22.05,0
947,477,1,,,"Flywheel",61.80,128.67,0
948,477,1,,,"Flywheel spacer",17.80,14.24,0
949,478,1,,,"Oil filter",3.24,8.00,0
950,479,0,,,,0.00,0.00,0
951,480,1,,,"Brake light switch",11.32,20.97,0
952,481,1,,,"Battery",53.95,89.95,0
953,482,1,,,"Intake gasket set",45.17,93.13,0
954,482,1,,,"Valve cover gasket set",10.00,20.62,0
955,482,1,,,"Adapter for heater hose",7.28,10.92,0
956,483,0,,,,0.00,0.00,0
957,484,0,,,,0.00,0.00,0
958,485,1,,,"Oil filter",3.24,8.00,0
959,486,1,,,"Sensor",68.04,85.05,0
960,486,1,,,"Spark plugs",6.00,14.36,0
961,487,1,,,"Front brake pads",35.61,78.26,0
962,487,1,,,"Rotors (2)",34.42,70.62,0
963,488,1,,,"Oil filter",3.24,8.00,0
964,488,1,,,"Stop leak for a/c",5.00,10.00,0
965,488,1,,,"Freon",7.50,15.00,0
966,488,,,,,,,0
967,489,,,,,,,0
968,490,1,,,"Power steering power cylinder",106.47,198.00,0
969,490,1,,,"Power steering fluid",3.00,5.00,0
970,490,1,,,"Freon",15.00,30.00,0
971,491,1,,,"Window regulator",58.98,73.72,0
972,489,,,,,,,0
973,492,1,,,"Freon",5.00,10.00,0
974,493,1,,,"Speed Sensor",20.80,40.07,0
975,493,1,,,"Speed sensor",25.68,32.10,0
976,493,,,,,,,0
977,494,0,,,,0.00,0.00,0
978,495,1,,,"Freon",7.50,15.00,0
979,496,0,,,,0.00,0.00,0
980,497,1,,,"Pressure hose",31.32,66.72,0
981,498,0,,,,0.00,0.00,0
982,499,1,,,"Air filter",3.24,15.14,0
983,500,1,,,"Oil filter",3.24,8.00,0
984,500,,,,,,,0
985,501,1,,,"Brake pads",15.88,35.28,0
986,502,0,,,,0.00,0.00,0
987,503,,,,,0.00,0.00,0
988,504,1,,,"Brake drum",13.46,30.69,0
989,504,1,,,"Brake shoes",11.65,21.98,0
990,504,1,,,"Wheel clylinder",18.00,36.00,0
991,504,1,,,"Brake fluid",3.00,5.00,0
992,504,1,,,"Brake hose",11.77,21.90,0
993,505,0,,,,0.00,0.00,0
994,506,1,,,"Brake lines",7.73,11.04,0
995,506,1,,,"Brake fluid",3.00,5.00,0
996,507,1,,,"Starter",64.95,136.23,0
997,508,1,,,"A/C compressor",189.55,266.60,0
998,508,1,,,"A/C hose",196.37,245.46,0
999,508,1,,,"A/C retrofit kit",18.62,38.86,0
1000,508,1,,,"A/C Accumulator dryer",39.75,79.50,0
1001,508,1,,,"Orifice tube",5.23,10.46,0
1002,508,1,,,"Flush",15.95,30.22,0
1003,508,1,,,"Freon",15.00,30.00,0
1004,509,1,,,"Oil filter",3.24,8.00,0
1005,510,0,,,,0.00,0.00,0
1006,511,1,,,"Oil filter",3.24,8.00,0
1007,512,1,,,"Adapters",413.00,413.00,0
1008,513,0,,,,0.00,0.00,0
1009,514,1,,,"Speedometer Cable",24.83,29.21,0
1010,515,1,,,"Bolts for trailer",9.60,13.74,0
1011,516,1,,,"Brake pads",33.83,74.36,0
1012,516,1,,,"Rotors",41.92,86.00,0
1013,516,1,,,"Serpetine Belt",31.39,71.09,0
1014,516,1,,,"Water Pump",31.76,62.96,0
1015,517,0,,,,0.00,0.00,0
1016,515,1,,,"Flasher",9.49,15.82,0
1017,518,0,,,,0.00,0.00,0
1018,519,0,,,,0.00,0.00,0
1019,520,1,,,"Freon",5.00,10.00,0
1020,521,1,,,"Freon",5.00,10.00,0
1021,521,1,,,"A/C Belt",10.34,23.28,0
1022,521,1,,,"P/S Belt",7.63,17.18,0
1023,521,1,,,"Alternator Belt",10.50,23.63,0
1024,522,1,,,"Alternator",111.13,213.82,0
1025,522,1,,,"Starter",67.06,130.44,0
1026,522,,,,,,,0
1027,523,,,,,,,0
1028,524,1,,,"Misc.",6.20,6.20,0
1029,524,,,,,,,0
1030,525,1,,,"Belt tensioner",37.66,69.98,0
1031,526,1,,,"Spark plugs",6.00,14.36,0
1032,526,1,,,"Transmission filter kit",17.57,37.85,0
1033,527,,,,,,,0
1034,527,,,,,,,0
1035,528,0,,,,0.00,0.00,0
1036,529,0,,,,,0.00,0
1037,530,0,,,,0.00,0.00,0
1038,531,0,,,,0.00,0.00,0
1039,532,0,,,,0.00,0.00,0
1040,533,0,,,,0.00,0.00,0
1041,534,0,,,,0.00,0.00,0
1042,535,0,,,,0.00,0.00,0
1043,536,0,,,,0.00,0.00,0
1044,532,,,,,,,0
1045,537,1,,,"Heater hose and clamps",3.00,5.00,0
1046,537,1,,,"Antifreeze",6.00,10.00,0
1047,538,1,,,"Rear brakes",33.11,72.78,0
1048,539,1,,,"Spark plugs",7.00,14.40,0
1049,539,1,,,"Brake pads",36.15,79.44,0
1050,539,1,,,"Rotors (2)",29.92,64.46,0
1051,540,1,,,"Driver side window motor",54.09,91.10,0
1052,541,0,,,,0.00,0.00,0
1053,542,,,,,,,0
1054,542,1,,,"Adhesive",2.17,2.17,0
1055,542,,,,,,,0
1056,542,,,,,,,0
1057,542,,,,,,,0
1058,543,1,,,"Timing belt",8.80,19.80,0
1059,543,1,,,"A/C belt",13.87,31.20,0
1060,543,1,,,"P/S Alt belt",12.11,27.25,0
1061,543,1,,,"Pitman arm seal kit",15.59,33.14,0
1062,543,1,,,"Power steering fluid",3.00,5.00,0
1063,543,,,,,,,0
1064,544,1,,,"Oil switch",22.42,32.42,0
1065,545,1,,,"Used tire",25.00,25.00,0
1066,546,1,,,"Clamps",1.50,2.00,0
1067,547,1,,,"Spark plugs",44.00,62.40,0
1068,547,1,,,"Air filter",13.58,27.16,0
1069,547,1,,,"Coil connector",8.46,14.12,0
1070,548,1,,,"Serpentine belt",30.33,64.88,0
1071,548,1,,,"Transmission filter kit",9.67,20.84,0
1072,549,0,,,,0.00,0.00,0
1073,508,,,,,,,0
1074,412,,,,,,,0
1075,420,,,,,,,0
1076,427,,,,,,,0
1077,427,,,,,,,0
1078,428,,,,,,,0
1079,428,,,,,,,0
1080,430,,,,,,,0
1081,430,,,,,,,0
1082,433,,,,,,,0
1083,438,,,,,,,0
1084,442,,,,,,,0
1085,441,,,,,,,0
1086,446,,,,,,,0
1087,449,,,,,,,0
1088,450,,,,,,,0
1089,451,,,,,,,0
1090,453,,,,,,,0
1091,454,,,,,,,0
1092,455,,,,,,,0
1093,456,,,,,,,0
1094,457,,,,,,,0
1095,458,,,,,,,0
1096,460,,,,,,,0
1097,463,,,,,,,0
1098,466,,,,,,,0
1099,467,,,,,,,0
1100,473,,,,,,,0
1101,481,,,,,,,0
1102,485,,,,,,,0
1103,490,,,,,,,0
1104,491,,,,,,,0
1105,492,,,,,,,0
1106,492,,,,,,,0
1107,493,,,,,,,0
1108,495,,,,,,,0
1109,488,,,,,,,0
1110,489,,,,,,,0
1111,497,,,,,,,0
1112,499,,,,,,,0
1113,500,,,,,,,0
1114,501,,,,,,,0
1115,502,,,,,,,0
1116,503,,,,,,,0
1117,504,,,,,,,0
1118,506,,,,,,,0
1119,507,,,,,,,0
1120,508,,,,,,,0
1121,509,,,,,,,0
1122,511,,,,,,,0
1123,514,,,,,,,0
1124,515,,,,,,,0
1125,516,,,,,,,0
1126,518,,,,,,,0
1127,520,,,,,,,0
1128,521,,,,,,,0
1129,522,,,,,,,0
1130,523,,,,,,,0
1131,524,,,,,,,0
1132,525,,,,,,,0
1133,526,,,,,,,0
1134,527,,,,,,,0
1135,550,1,,,"Head gaskets (2)",39.42,75.50,0
1136,550,1,,,"Head bolts",45.80,69.38,0
1137,550,1,,,"Valve cover gaskets",17.30,35.69,0
1138,550,1,,,"Intake manifold set",,39.87,0
1139,550,1,,,"EGR pipe gaskets",,10.00,0
1140,550,1,,,"Antifreeze",,15.00,0
1141,550,1,,,"Clamps",,2.00,0
1142,551,1,,,"Oil filter",3.24,8.00,0
1143,551,1,,,"Spark plugs",27.30,42.00,0
1144,551,1,,,"Wires",25.12,56.14,0
1145,551,1,,,"Front brake pads",36.56,78.26,0
1146,551,1,,,"Rear brake pads",33.05,72.64,0
1147,551,1,,,"Rear drums (2)",39.38,82.92,0
1148,551,1,,,"Battery",55.45,72.95,0
1149,551,,,,,,,0
1150,552,1,,,"Alternator",79.95,147.91,0
1151,553,0,,,,0.00,0.00,0
1152,554,1,,,"Axle seal",3.00,5.00,0
1153,554,1,,,"Differential gasket",6.00,10.00,0
1154,554,1,,,"Grease",5.00,10.00,0
1155,555,1,,,"Oil filter",3.24,8.00,0
1156,556,0,,,,0.00,0.00,0
1157,557,1,,,"Fitting",4.95,4.95,0
1158,557,,,,,,,0
1159,558,1,,,"Heater Core",25.50,41.40,0
1160,558,1,,,"A/C Temp. sensor",34.20,44.24,0
1161,558,,,,,,,0
1162,559,1,,,"Transmission lines",12.00,20.00,0
1163,559,1,,,"Valve cover gasket",16.06,33.11,0
1164,559,1,,,"Power steering hose",30.30,64.42,0
1165,559,1,,,"Upper control arm kit",18.64,37.34,0
1166,559,,,,,,,0
1167,560,1,,,"Fuel filter",12.89,28.32,0
1168,561,1,,,"Belt",24.88,64.88,0
1169,562,1,,,"Oil filter",3.24,8.00,0
1170,562,1,,,"Wheel bearings",12.90,26.61,0
1171,562,1,,,"Front brake pads",36.64,80.52,0
1172,562,1,,,"Seal",2.26,4.42,0
1173,562,,,,"Brake hardware kit",10.26,15.25,0
1174,563,0,,,,0.00,0.00,0
1175,564,1,,,"Oil filter",3.24,8.00,0
1176,564,,,,,,,0
1177,565,1,,,"Water pump",59.84,118.63,0
1178,565,1,,,"Serpentine Belt",24.12,54.28,0
1179,565,1,,,"Antifreeze",15.00,20.00,0
1180,566,0,,,,0.00,0.00,0
1181,567,0,,,,0.00,0.00,0
1182,568,1,,,"Oxygen sensor",69.01,140.85,0
1183,569,1,,,"Switch",8.00,10.00,0
1184,569,1,,,"Battery cable end",1.50,2.00,0
1185,570,1,,,"Window motor",128.35,216.15,0
1186,570,1,,,"Wiper motor",99.66,167.85,0
1187,570,1,,,"Wiper blades",10.60,21.40,0
1188,570,1,,,"W/S washer fluid",3.00,5.00,0
1189,570,1,,,"Oil filter",3.24,8.00,0
1190,570,,,,,,,0
1191,571,1,,,"Bulbs (4)",8.62,15.22,0
1192,570,,,,,,,0
1193,570,,,,,,,0
1194,572,0,,,,0.00,0.00,0
1195,573,1,,,"Fuel injector",66.00,66.00,0
1196,574,1,,,"Spark plugs",9.36,21.00,0
1197,575,0,,,,0.00,0.00,0
1198,576,1,,,"Oil filter",3.24,8.00,0
1199,576,1,,,"Antifreeze",10.00,15.00,0
1200,576,1,,,"Timing cover set",15.33,31.60,0
1201,577,1,,,"Air filter",10.20,20.40,0
1202,577,1,,,"Fuel filter",6.56,13.12,0
1203,578,1,,,"Oil filter",3.24,8.00,0
1204,579,1,,,"Battery",46.95,74.95,0
1205,580,1,,,"Brake pads",35.95,79.00,0
1206,580,1,,,"Rotors",86.92,164.30,0
1207,581,1,,,"Oil filter",3.24,8.00,0
1208,581,1,,,"Belt",21.03,46.85,0
1209,581,1,,,"Spark plugs",10.80,20.10,0
1210,581,1,,,"Intake manifold set",16.25,28.95,0
1211,582,0,,,,0.00,0.00,0
1212,583,1,,,"Freon",6.00,10.00,0
1213,583,,,,,,,0
1214,584,1,,,"Oil filter",3.24,8.00,0
1215,585,1,,,"Computer",356.00,356.00,0
1216,586,1,,,"Oil filter",3.24,8.00,0
1217,586,1,,,"W/s solvent",0.50,1.00,0
1218,589,1,,,"Distributor cap",8.74,13.37,0
1219,589,1,,,"Rotor",16.48,30.54,0
1220,589,1,,,"Plug wires",24.68,55.18,0
1221,589,,,,,,,0
1222,590,1,,,"Water pump",70.27,139.31,0
1223,590,1,,,"Timing belt",34.43,77.48,0
1224,590,1,,,"A/C & P/S Belt",11.13,25.05,0
1225,590,1,,,"Alt & W/P Belt",9.84,22.15,0
1226,591,1,,,"Oil filter",3.24,8.00,0
1227,592,1,,,"Oil filter",3.24,8.00,0
1228,593,1,,,"upper hose",11.96,26.90,0
1229,594,1,,,"Door switch",18.57,22.00,0
1230,595,1,,,"Freon",6.00,10.00,0
1231,596,1,,,"Speed sensor",20.80,44.16,0
1232,597,0,,,,0.00,0.00,0
1233,598,1,,,"Brake pads",16.23,36.00,0
1234,598,,,,,,,0
1235,599,0,,,,0.00,0.00,0
1236,600,0,,,,0.00,0.00,0
1237,601,1,,,"Transmission filter kit",17.82,38.39,0
1238,601,1,,,"Oil filter",3.24,8.00,0
1239,602,1,,,"Freon",6.00,12.00,0
1240,602,1,,,"Front brake pads",19.08,42.40,0
1241,602,1,,,"Front rotors",29.92,64.46,0
1242,603,1,,,"Oil filter",3.24,8.00,0
1243,603,,,,,,,0
1244,604,0,,,,0.00,0.00,0
1245,605,1,,,"Heater hose",6.67,15.00,0
1246,606,0,,,,0.00,0.00,0
1247,607,1,,,"Front transmission pump seal",20.00,35.00,0
1248,512,,,,,,,0
1249,608,1,,,"Water pump",43.37,63.40,0
1250,608,1,,,"Serpentine belt",30.52,57.83,0
1251,609,0,,,,0.00,0.00,0
1252,610,0,,,,0.00,0.00,0
1253,611,1,,,"Used transmission",365.00,550.00,0
1254,612,1,,,"Pick up coil",27.58,34.50,0
1255,613,1,,,"Oil filter",3.24,8.00,0
1256,614,1,,,"Oil filter",3.24,8.00,0
1257,614,1,,,"Shocks",84.55,184.81,0
1258,615,1,,,"Fuel filter`",11.56,25.18,0
1259,616,1,,,"Lock cylinder",12.38,18.81,0
1260,616,,,,,,,0
1261,617,1,,,"Brake power booster",80.00,120.00,0
1262,618,1,,,"Stop leak",5.00,9.95,0
1263,618,1,,,"Freon",6.00,12.00,0
1264,618,1,,,"Die",6.00,10.00,0
1265,619,0,,,,0.00,0.00,0
1266,620,1,,,"Relay",17.57,17.57,0
1267,621,0,,,,,0.00,0
1268,622,1,,,"Water pump",34.33,66.02,0
1269,622,1,,,"Serpentine belt",20.23,45.53,0
1270,622,1,,,"Starter",95.06,184.89,0
1271,623,0,,,,0.00,0.00,0
1272,624,0,,,,0.00,0.00,0
1273,625,0,,,,,0.00,0
1274,626,0,,,,0.00,0.00,0
1275,627,0,,,,0.00,0.00,0
1276,628,1,,,"Sway bar link",29.60,59.96,0
1277,629,0,,,,0.00,0.00,0
1278,630,0,,,,0.00,0.00,0
1279,631,1,,,"Freon",3.00,6.00,0
1280,632,1,,,"4 Tires",267.32,323.32,0
1281,632,1,,,"Valve stems",6.00,11.44,0
1282,633,1,,,"Ignition lock cylinder",17.95,33.95,0
1283,633,1,,,"Oil filter",3.24,8.00,0
1284,634,1,,,"Starter",103.95,162.58,0
1285,635,0,,,,,0.00,0
1286,636,1,,,"Oil filter",3.24,8.00,0
1287,636,1,,,"Windshield solvent",0.50,1.00,0
1288,637,1,,,"Rotor",18.71,38.38,0
1289,637,1,,,"Pads",25.19,55.36,0
1290,637,1,,,"Caliper",27.28,58.30,0
1291,638,0,,,,0.00,0.00,0
1292,639,1,,,"Water pump",32.74,62.96,0
1293,639,1,,,"Belt",31.59,71.08,0
1294,640,1,,,"Front and rear springs",98.11,164.13,0
1295,640,1,,,"Front and rear shocks",37.30,53.12,0
1296,640,,,,,,,0
1297,641,1,,,"Tractor battery",16.95,26.95,0
1298,642,1,,,"A/C Clutch",146.00,182.50,0
1299,643,1,,,"Front brake pads",37.37,45.37,0
1300,644,1,,,"Water pump",29.79,57.29,0
1301,645,1,,,"Water pump",61.70,118.63,0
1302,645,1,,,"Upper radiator hose",11.68,26.28,0
1303,645,1,,,"Lower radiator hose",13.06,29.38,0
1304,645,1,,,"Antifreeze",5.00,10.00,0
1305,646,1,,,"Switch",24.57,33.30,0
1306,647,1,,,"Fuel pressure regulator",43.55,88.89,0
1307,648,0,,,,0.00,0.00,0
1308,649,1,,,"Spark plugs",6.00,13.46,0
1309,650,1,,,"Ball Joint",38.34,57.50,0
1310,650,1,,,"L/F window motor",41.99,70.70,0
1311,650,1,,,"Relay",25.10,37.10,0
1312,651,1,,,"IAC Valve",60.58,123.64,0
1313,652,0,,,,0.00,0.00,0
1314,652,,,,,,,0
1315,653,1,,,"Brake pads",26.60,58.46,0
1316,653,1,,,"Rotors (2)",29.92,67.54,0
1317,654,1,,,"Adapters",10.00,20.00,0
1318,654,1,,,"Freon and oil",12.00,25.00,0
1319,654,1,,,"Orfice tube",3.58,8.00,0
1320,653,1,,,"Air Compressor",294.38,399.95,0
1321,653,1,,,"Orfice Tube",3.89,7.78,0
1322,653,1,,,"Dryer",34.45,68.90,0
1323,653,1,,,"Flush solvent",15.95,30.22,0
1324,653,1,,,"Freon & Oil",12.50,25.00,0
1325,653,,,,,,,0
1326,655,0,,,,0.00,0.00,0
1327,656,0,,,,0.00,0.00,0
1328,657,1,,,"Bushings",23.63,51.85,0
1329,657,1,,,"Oil filter",3.24,8.00,0
1330,658,0,,,,0.00,0.00,0
1331,659,0,,,,0.00,0.00,0
1332,660,0,,,,0.00,0.00,0
1333,661,1,,,"Oil filter",3.24,8.00,0
1334,662,0,,,,0.00,0.00,0
1335,663,0,,,,,0.00,0
1336,664,1,,,"Spark plugs",11.00,21.90,0
1337,664,1,,,"Plug wires",26.44,59.11,0
1338,664,,,,,,,0
1339,665,1,,,"Flasher",3.06,8.75,0
1340,665,1,,,"Wire cable",11.80,16.39,0
