"id","estimate_id","quantity","mfr_no","part_no","description","cost","price","pass2"
47727,65695,,,,,,,0
47728,65696,,,,,,,0
47729,65697,,,,,,,0
47730,65698,,,,,,,0
47731,65699,,,,,,,0
47732,65700,,,,,,,0
47733,65701,,,,,,,0
47734,65738,,,,,,,0
47735,65739,,,,,,,0
47736,65740,,,,,,,0
47737,65741,,,,,,,0
47738,65741,,,,,,,0
47739,65753,1,,,"Crank position sensor",36.99,68.76,0
47740,65753,,,,,,,0
47741,65752,,,,,,,0
47742,65750,,,,,,,0
47743,65748,,,,,,,0
47744,68575,,,,,,,0
47745,65627,,,,,,,0
47746,65628,,,,,,,0
47747,65629,,,,,,,0
47748,65630,,,,,,,0
47749,65646,,,,,,,0
47750,65647,,,,,,,0
47751,65648,,,,,,,0
47752,65649,,,,,,,0
47753,65650,,,,,,,0
47754,65651,,,,,,,0
47755,65652,,,,,,,0
47756,65653,,,,,,,0
47757,65654,,,,,,,0
47758,65654,,,,,,,0
47759,65750,,,,,,,0
47760,65748,,,,,,,0
47761,65747,,,,,,,0
47762,65746,,,,,,,0
47763,65744,,,,,,,0
47764,65743,,,,,,,0
47765,65754,1,,,"Fuel filter",10.22,19.62,0
47766,65754,1,,,"Blower switch",12.99,24.18,0
47767,65755,1,,,"Oil filter",1.79,8.00,0
47768,65755,,,,,,,0
47769,65755,,,,,,,0
47770,61131,,,,,,,0
47771,65756,0,,,"0",,0.00,0
47772,65756,0,,,"0",,0.00,0
47773,61131,,,,,,,0
47774,65757,1,,,"Oil filter",1.79,8.00,0
47775,65757,1,,,"Air filter",10.50,17.00,0
47776,65758,1,,,"Starter",126.24,197.81,0
47777,65758,,,,,,,0
47778,65758,,,,,,,0
47779,65758,,,,,,,0
47780,65759,0,,,,0.00,0.00,0
47781,65760,1,,,"Oil filter",1.79,8.00,0
47782,65761,1,,"UL65","Battery",72.95,92.95,0
47783,65760,1,,,"Coolant air bleeder",34.99,65.08,0
47784,65760,1,,,"Antifreeze",18.00,25.00,0
47785,65760,,,,,,,0
47786,63953,,,,,,,0
47787,67754,,,,,,,0
47788,67754,,,,,,,0
47789,65762,1,,"67526","Oil filter",4.30,10.00,0
47790,65763,1,,"67899","Oil filter",3.60,10.00,0
47791,68572,,,,,,,0
47792,65764,1,,"61348","Oil filter",1.79,8.00,0
47793,65764,1,,"62389","Air filter",4.86,10.00,0
47794,67740,,,,,,,0
47795,65764,1,,,"Front brake pads",24.95,44.00,0
47796,65765,1,,,"Two tires P225/60/16 KMH",187.12,211.12,0
47797,65765,1,,,"Water pump - part under warranty",,0.00,0
47798,65766,0,,,,0.00,0.00,0
47799,65655,,,,,,,0
47800,65656,,,,,,,0
47801,65657,,,,,,,0
47802,65658,,,,,,,0
47803,65659,,,,,,,0
47804,65660,,,,,,,0
47805,65661,,,,,,,0
47806,65662,,,,,,,0
47807,65663,,,,,,,0
47808,65664,,,,,,,0
47809,65665,,,,,,,0
47810,65667,,,,,,,0
47811,65668,,,,,,,0
47812,65669,,,,,,,0
47813,65670,,,,,,,0
47814,65671,,,,,,,0
47815,65672,,,,,,,0
47816,65673,,,,,,,0
47817,65674,,,,,,,0
47818,65675,,,,,,,0
47819,65676,,,,,,,0
47820,65677,,,,,,,0
47821,65678,,,,,,,0
47822,65679,,,,,,,0
47823,65680,,,,,,,0
47824,65681,,,,,,,0
47825,65682,,,,,,,0
47826,65683,,,,,,,0
47827,65684,,,,,,,0
47828,65685,,,,,,,0
47829,65686,,,,,,,0
47830,65687,,,,,,,0
47831,65689,,,,,,,0
47832,65690,,,,,,,0
47833,65691,,,,,,,0
47834,65693,,,,,,,0
47835,65695,,,,,,,0
47836,65696,,,,,,,0
47837,65697,,,,,,,0
47838,65698,,,,,,,0
47839,65699,,,,,,,0
47840,65701,,,,,,,0
47841,65702,,,,,,,0
47842,65765,,,,,,,0
47843,65764,,,,,,,0
47844,65762,,,,,,,0
47845,65763,,,,,,,0
47846,65761,,,,,,,0
47847,65760,,,,,,,0
47848,65759,,,,,,,0
47849,65758,,,,,,,0
47850,65757,,,,,,,0
47851,65756,,,,,,,0
47852,65756,,,,,,,0
47853,65757,,,,,,,0
47854,65756,,,,,,,0
47855,65754,,,,,,,0
47856,65753,,,,,,,0
47857,65742,,,,,,,0
47858,65743,,,,,,,0
47859,65767,1,,,"Oil filter",1.79,8.00,0
47860,65768,1,,,"AC Belt",18.10,33.67,0
47861,65768,1,,,"Serpentine Belt",34.99,65.08,0
47862,65768,1,,,"Oil Filter 61042",1.79,8.25,0
47863,65768,,,,,,,0
47864,65769,1,,,"Oil filter 61516",1.79,8.25,0
47865,65767,1,,,"Air Filter 69058",10.48,19.49,0
47866,16231,,,,,,,0
47867,65771,1,,,"Oil filter",1.79,8.00,0
47868,65771,,,,,,,0
47869,65772,1,,,"Starter",115.40,145.00,0
47870,65767,,,,,,,0
47871,65768,,,,,,,0
47872,65769,,,,,,,0
47873,65771,,,,,,,0
47874,65772,,,,,,,0
47875,65755,,,,,,,0
47876,65756,,,,,,,0
47877,65773,1,,,"Intake manifold gasket",21.33,32.29,0
47878,65773,1,,,"Serpentine belt",23.99,33.99,0
47879,65773,,,,,,,0
47880,65774,1,,,"Fuel filter",9.20,17.00,0
47881,65774,1,,,"One ignition coil #3 and spark plugs #2 and 3",29.00,59.98,0
47882,68264,,,,,,,0
47883,65775,1,,,"Oil filter",1.79,8.00,0
47884,16231,,,,,,,0
47885,16231,,,,,,,0
47886,68613,,,,,,,0
47887,65776,0,,"0","0",0.00,0.00,0
47888,66364,,,,,,,0
47889,65776,,,,,,,0
47890,65776,,,,,,,0
47891,14665,,,,,,,0
47892,14666,,,,,,,0
47893,14668,,,,,,,0
47894,65777,1,,,"Timing cover gasket set",9.69,27.67,0
47895,65777,1,,,"Misc. - antifreeze, oil, filter",60.00,75.00,0
47896,65777,1,,,"Water pmp",34.70,61.00,0
47897,65774,,,,,,,0
47898,65778,0,,,,0.00,0.00,0
47899,1506694177,,,,,,,0
47900,65777,,,,,,,0
47901,65776,,,,,,,0
47902,65775,,,,,,,0
47903,65774,,,,,,,0
47904,65773,,,,,,,0
47905,65772,,,,,,,0
47906,65773,,,,,,,0
47907,64454,,,,,,,0
47908,65779,1,,,"Oil filter",1.79,8.00,0
47909,65780,1,,,"Oil pressure switch",37.99,58.99,0
47910,65780,,,,,,,0
47911,64588,,,,,,,0
47912,64628,,,,,,,0
47913,65781,1,,,"Alternator",163.98,275.50,0
47914,65782,1,,,"Number 1 intake valve spring and heater hose fitting",19.00,33.48,0
47915,65712,,,,,,,0
47916,63502,,,,,,,0
47917,65783,1,,,"Oil filter",1.79,8.00,0
47918,65783,1,,,"Air filter",8.70,14.00,0
47919,65783,1,,,"Serpentine belt",34.99,60.40,0
47920,65782,,,,,,,0
47921,65782,,,,,,,0
47922,65776,,,,,,,0
47923,65767,,,,,,,0
47924,67992,,,,,,,0
47925,2353,,,,,,,0
47926,65784,1,,,"Front and rear brake pads and rotors",175.22,310.05,0
47927,65784,1,,,"Front and rear brake hoses and calipers and fluid",277.92,404.64,0
47928,65785,1,,,"Oil filter",1.79,8.00,0
47929,65785,1,,,"Air filter",4.20,10.00,0
47930,65785,1,,,"Rear brake shoes and two wheel cylinders",38.97,66.20,0
47931,65785,,,,,,,0
47932,65785,,,,,,,0
47933,65785,,,,,,,0
47934,65786,1,,,"Right rear hub assembly",90.90,169.26,0
47935,65780,,,,,,,0
47936,65781,,,,,,,0
47937,65782,,,,,,,0
47938,65783,,,,,,,0
47939,65784,,,,,,,0
47940,65785,,,,,,,0
47941,65786,,,,,,,0
47942,16806,,,,,,,0
47943,65787,1,,"26R-675","Battery",52.99,75.95,0
47944,65788,1,,,"Oil filter",1.79,8.00,0
47945,65788,1,,,"Power steering fluid",4.00,6.00,0
47946,65789,1,,,"Intake manifold gasket",32.00,52.29,0
47947,65789,1,,,"Oil cooler cover and gaskets",149.00,206.50,0
47948,65789,1,,,"Misc .",50.00,75.00,0
47949,65789,,,,,,,0
47950,65790,0,,,,0.00,0.00,0
47951,66421,,,,,,,0
47952,66313,,,,,,,0
47953,64581,,,,,,,0
47954,64288,,,,,,,0
47955,63708,,,,,,,0
47956,61773,,,,,,,0
47957,61279,,,,,,,0
47958,16797,,,,,,,0
47959,14522,,,,,,,0
47960,13782,,,,,,,0
47961,13240,,,,,,,0
47962,12550,,,,,,,0
47963,12559,,,,,,,0
47964,12345,,,,,,,0
47965,11958,,,,,,,0
47966,10094,,,,,,,0
47967,65791,0,,,,0.00,0.00,0
47968,10094,,,,,,,0
47969,65788,1,,"24F-675","Battery",50.99,75.95,0
47970,65788,,,,,,,0
47971,65792,1,,,"Water pump and radiator",138.90,242.66,0
47972,65793,1,,,"Oil filter",1.79,8.00,0
47973,65793,1,,,"Air filter",3.70,10.00,0
47974,65794,0,,,,0.00,0.00,0
47975,65792,,,,,,,0
47976,65793,1,,,"Power steering tank and hose assembly",197.04,246.30,0
47977,65795,1,,,"Right fuel pump module",115.50,155.50,0
47978,65795,1,,,"Left fuel pump module",160.50,215.75,0
47979,65795,1,,,"Transmission connector orings",21.50,32.95,0
47980,66516,,,,,,,0
47981,65796,1,,,"Front brake pads and rotors",100.85,187.58,0
47982,65797,1,,,"Idler Arm",74.73,139.00,0
47983,65797,1,,,"Pitman arm",37.88,70.46,0
47984,65797,1,,,"Rear brake pads",24.95,50.95,0
47985,65797,1,,,"Rear rotors",68.38,128.00,0
47986,65797,1,,,"Brake light bulb and license plate bulb",1.00,1.39,0
47987,65797,,,,,,,0
47988,61951,,,,,,,0
47989,61951,,,,,,,0
47990,65797,,,,,,,0
47991,65796,,,,,,,0
47992,65795,,,,,,,0
47993,65793,1,,,"Fluid",6.00,10.00,0
47994,65798,0,,,,0.00,0.00,0
47995,65799,1,,,"Oil filter",1.79,8.00,0
47996,65799,,,,,,,0
47997,68200,,,,,,,0
47998,67703,,,,,,,0
47999,65800,1,,,"Neutral switch",108.88,155.50,0
48000,65800,,,,,,,0
48001,65801,0,,,,0.00,0.00,0
48002,65802,0,,,,,0.00,0
48003,65803,0,,,,0.00,0.00,0
48004,65800,,,,,,,0
48005,65799,,,,,,,0
48006,5921,,,,,,,0
48007,14618,,,,,,,0
48008,67716,,,,,,,0
48009,16935,,,,,,,0
48010,65804,1,,"61516","Oil filter",1.79,8.00,0
48011,65804,1,,"66418","Air filter",8.30,15.00,0
48012,65805,1,,,"Spark plugs",14.96,26.50,0
48013,65805,1,,,"Pcv valve",3.49,5.21,0
48014,65805,1,,,"Battery - under warranty",0.00,0.00,0
48015,65805,,,,,,,0
48016,65806,0,,,,0.00,0.00,0
48017,67648,,,,,,,0
48018,65807,1,,,"Oil filter",1.79,8.00,0
48019,65807,1,,,"Alternator",116.46,216.07,0
48020,65808,0,,,,0.00,0.00,0
48021,65803,,,,,,,0
48022,65800,,,,,,,0
48023,65804,,,,,,,0
48024,65805,,,,,,,0
48025,65807,,,,,,,0
48026,65809,1,,,"Fuel pump relay",6.99,13.80,0
48027,65809,1,,,"Oil pressure switch",18.99,35.32,0
48028,65809,,,,,,,0
48029,68165,,,,,,,0
48030,67661,,,,,,,0
48031,65810,1,,"61372","Oil filter",1.79,8.00,0
48032,65811,1,,"61348","Oil filter",1.79,8.00,0
48033,65811,,,,,,,0
48034,68512,1,,,"Ignition coil and one spark plug",24.48,43.10,0
48035,61516,,,,,,,0
48036,68636,,,,,,,0
48037,68640,,,,,,,0
48038,68513,0,,,,0.00,0.00,0
48039,68512,,,,,,,0
48040,65810,,,,,,,0
48041,65811,,,,,,,0
48042,65812,1,,"61358","Oil filter",3.39,10.00,0
48043,67661,,,,,,,0
48044,65812,,,,,,,0
48045,65813,1,,,"Power steering pressure hose",133.56,166.95,0
48046,65813,1,,,"Power steering fluid",6.00,10.00,0
48047,65814,1,,,"Blower motor",78.56,130.98,0
48048,65814,1,,,"Blower resistor",67.99,103.00,0
48049,65814,1,,,"Blower motor connectors",31.23,36.00,0
48050,65814,1,,,"Antifreeze",14.00,16.00,0
48051,65814,,,,,,,0
48052,65813,1,,,"Rear struts",114.00,200.64,0
48053,65813,1,,,"Rear strut mounts",22.00,30.00,0
48054,65813,,,,,,,0
48055,65815,1,,,"Spark plugs and wires",60.26,106.07,0
48056,65810,,,,,,,0
48057,65811,,,,,,,0
48058,65812,,,,,,,0
48059,65813,,,,,,,0
48060,65814,,,,,,,0
48061,65815,,,,,,,0
48062,65817,1,,"61372","Oil filter",1.79,8.00,0
48063,65817,1,,"69883","Air filter",10.16,19.80,0
48064,65818,0,,,,0.00,0.00,0
48065,65819,0,,,,,0.00,0
48066,68087,,,,,,,0
48067,68569,,,,,,,0
48068,68122,,,,,,,0
48069,68087,,,,,,,0
48070,65820,1,,,"Fuel pump and filter",182.64,298.64,0
48071,65821,0,,,,0.00,0.00,0
48072,65816,1,,,"Power steering gear box",121.95,186.05,0
48073,65816,1,,,"Fluid",6.00,10.00,0
48074,65793,,,,,,,0
48075,65822,1,,,"Coolant filler neck",17.19,28.88,0
48076,65822,,,,,,,0
48077,65820,,,,,,,0
48078,65816,,,,,,,0
48079,65817,,,,,,,0
48080,65824,0,,,,0.00,0.00,0
48081,65825,1,,,"Oil filter",1.79,8.00,0
48082,65826,1,,,"Steering gear box",134.73,204.27,0
48083,65826,1,,,"Pitman arm",43.99,81.36,0
48084,65826,1,,,"Front sway bar end links",31.98,59.48,0
48085,65823,,,,,,,0
48086,65827,1,,,"Sway bar bushing kit",9.99,24.00,0
48087,65828,1,,,"Four tires 225/60/16 97T - Hancook H724",342.42,390.00,0
48088,65828,1,,,"Outer tie rod end",44.99,74.00,0
48089,65828,,,,,,,0
48090,65829,1,,,"Oil filter",1.79,8.00,0
48091,65829,1,,,"Air filter",7.64,13.44,0
48092,65830,0,,,,,0.00,0
48093,65830,,,,,,,0
48094,65831,1,,,"Oil filter",1.79,8.00,0
48095,65831,1,,,"Oil filter gaskets",16.71,40.00,0
48096,65831,1,,,"Purge valve",19.99,46.28,0
48097,65831,,,,,,,0
48098,65831,,,,,,,0
48099,65820,,,,,,,0
48100,67949,,,,,,,0
48101,65832,0,,,,0.00,0.00,0
48102,65833,0,,,,0.00,0.00,0
48103,11366,,,,,,,0
48104,13004,,,,,,,0
48105,68209,,,,,,,0
48106,65834,1,,"61085","Oil filter",1.79,8.00,0
48107,65835,1,,"61226","Oil filter",9.20,16.20,0
48108,3516,,,,,,,0
48109,65836,0,,,,0.00,0.00,0
48110,64435,,,,,,,0
48111,61849,,,,,,,0
48112,65837,1,,,"Oil filter",1.79,8.00,0
48113,65838,1,,,"Ignition starter switch",22.99,44.25,0
48114,65838,,,,,,,0
48115,65839,1,,,"Oil filter",1.79,8.00,0
48116,65839,1,,,"Serpentine belt",34.99,60.58,0
48117,65840,1,,,"Oil filter",1.79,8.00,0
48118,65840,,,,,,,0
48119,65709,,,,,,,0
48120,65835,1,,,"Water pump, antifreeze",140.76,257.50,0
48121,65831,,,,,,,0
48122,65841,1,,,"Oil filter",1.79,8.00,0
48123,65841,,,,,,,0
48124,65842,0,,,,0.00,0.00,0
48125,65843,1,,,"Upper and lower intake gaskets",58.39,108.61,0
48126,65843,1,,,"Pcv hose",3.00,5.00,0
48127,65843,,,,,,,0
48128,65844,1,,,"Oil filter adapter gasket",9.04,20.00,0
48129,65844,1,,,"Fuse",3.00,5.00,0
48130,65845,1,,,"Driver side rear window regulator and motor",95.69,150.41,0
48131,65845,1,,,"Passenger side headlight",5.79,10.19,0
48132,65834,,,,,,,0
48133,61869,,,,,,,0
48134,61869,,,,,,,0
48135,66458,,,,,,,0
48136,65846,1,,"67356","Oil filter",2.66,8.00,0
48137,65846,1,,"42844","Air filter",15.61,21.00,0
48138,65847,1,,,"Exhaust manifold converter",272.30,522.00,0
48139,65847,1,,,"Battery",53.99,74.99,0
48140,65847,1,,,"Four tires - 185/70/14 - 88T - Cap Sport",161.36,209.36,0
48141,65847,1,,,"Oil filter",1.79,8.00,0
48142,65846,,,,,,,0
48143,658478,,,,,,,0
48144,65849,1,,,"Starter",106.82,198.69,0
48145,65849,1,,,"Front brakes and rotors",70.53,141.19,0
48146,65849,,,,,,,0
48147,65849,,,,,,,0
48148,65849,,,,,,,0
48149,65850,1,,,"Oil filter",1.79,8.00,0
48150,65851,1,,,"Fuel filter",8.71,14.00,0
48151,65848,1,,,"Fuel pump",238.00,378.86,0
48152,65848,1,,,"Fuel filter",9.00,15.64,0
48153,65852,1,,,"Distributor",93.99,178.00,0
48154,65852,1,,,"Distributor cap and rotor",10.00,21.00,0
48155,63384,,,,,,,0
48156,65853,1,,"ul34","Battery",62.99,82.99,0
48157,65854,0,,,,0.00,0.00,0
48158,66426,,,,,,,0
48159,67839,,,,,,,0
48160,64269,,,,,,,0
48161,65855,1,,,"Driver side headlight",5.79,8.95,0
48162,65856,1,,,"Oil filter",1.79,8.00,0
48163,65856,1,,,"Air filter",6.70,11.37,0
48164,65855,,,,,,,0
48165,65853,,,,,,,0
48166,65852,,,,,,,0
48167,65851,,,,,,,0
48168,65850,,,,,,,0
48169,65849,,,,,,,0
48170,65848,,,,,,,0
48171,65857,1,,,"Thermostat and antifreeze",59.90,94.40,0
48172,65857,1,,,"Front struts",180.64,336.66,0
48173,67701,,,,,,,0
48174,68021,,,,,,,0
48175,65858,1,,,"Mass air flow sensor",114.95,178.00,0
48176,65859,1,,"61372","Oil filter",1.79,8.00,0
48177,65860,1,,,"Ignition coil",49.16,77.88,0
48178,65860,1,,,"Ignition module and pickup coil",38.98,72.51,0
48179,65860,,,,,,,0
48180,65859,,,,,,,0
48181,65861,0,,,,0.00,0.00,0
48182,65862,1,,,"Oil filter",1.79,8.00,0
48183,65863,1,,,"Oil filter",1.79,8.00,0
48184,65864,1,,,"Water pump",51.54,90.72,0
48185,65864,1,,,"Wiper blades",5.25,8.00,0
48186,65864,,,,,,,0
48187,65865,1,,,"Water pump, antifreeze",68.44,115.25,0
48188,65865,1,,,"Serpentine belt",34.00,61.00,0
48189,65865,,,,,,,0
48190,65864,,,,,,,0
48191,65865,,,,,,,0
48192,65866,1,,,"Battery - UL58",60.99,80.99,0
48193,65866,,,,,,,0
48194,65867,1,,,"Blower motor",62.23,88.23,0
48195,65867,1,,,"Spark plugs, two ignition coils, one connector",75.80,130.01,0
48196,65869,1,,"61372","Oil filter",1.79,8.00,0
48197,65870,1,,,"Alternator",99.79,165.30,0
48198,65870,1,,,"Serpentine belt",32.99,45.00,0
48199,65872,1,,,"Spark plugs and upper intake gasket",33.17,61.81,0
48200,61869,,,,,,,0
48201,65873,1,,,"Two tires - P205/50/17 93W Capital Sport",155.60,179.60,0
48202,65871,1,,,"Upper ball joints",23.64,98.52,0
48203,65871,1,,,"Lower ball joints",38.68,175.96,0
48204,65871,1,,,"Battery",72.95,92.95,0
48205,65871,1,,,"Tire pressure sensor",95.02,136.02,0
48206,65872,,,,,,,0
48207,65874,1,,"61040","Oil filter",1.79,8.00,0
48208,65874,1,,"66153","Air filter",3.52,7.82,0
48209,5899,,,,,,,0
48210,67650,,,,,,,0
48211,65875,1,,"67356","Oil filter",1.79,8.00,0
48212,65875,1,,,"Air filter",8.90,16.55,0
48213,16841,,,,,,,0
48214,65871,,,,,,,0
48215,65876,1,,,"Leaf springs",81.00,120.00,0
48216,65876,1,,,"Plugs and wires",60.91,113.29,0
48217,65876,1,,,"Coil",39.99,73.39,0
48218,65876,1,,,"Front brake pads",23.95,46.48,0
48219,66579,,,,,,,0
48220,65831,,,,,,,0
48221,65877,1,,,"Intake manifold gaskets",49.49,91.90,0
48222,65877,,,,,,,0
48223,65877,,,,,,,0
48224,65776,,,,,,,0
48225,68265,,,,,,,0
48226,65878,1,,,"Thermostat",23.85,29.85,0
48227,65878,,,,,,,0
48228,65879,1,,"61372","Oil filter",0.00,8.00,0
48229,65879,,,,,,,0
48230,65879,,,,,,,0
48231,65880,0,,,,0.00,0.00,0
48232,65881,1,,,"Two tires -P215/75/15 100S H724",140.00,164.00,0
48233,65882,0,,,,0.00,0.00,0
48234,67694,,,,,,,0
48235,65649,,,,,,,0
48236,65883,1,,,"Throttle position sensor",30.99,93.96,0
48237,65883,1,,"61516","Oil filter",1.79,8.00,0
48238,68276,,,,,,,0
48239,65883,,,,,,,0
48240,65629,,,,,,,0
48241,65884,0,,,,0.00,0.00,0
48242,65878,,,,,,,0
48243,65885,1,,,"Left front lower control arm bushings",24.00,33.48,0
48244,65885,1,,,"Stabilizer bar bushings and end links",35.00,53.88,0
48245,65703,,,,,,,0
48246,65703,,,,,,,0
48247,65886,1,,,"Battery",62.95,82.95,0
48248,65887,1,,,"Water pump, antifreeze",119.95,195.00,0
48249,65887,1,,"61042","Oil filter",1.79,8.00,0
48250,65887,1,,,"A/c belt",18.10,31.86,0
48251,65822,,,,,,,0
48252,65888,0,,,,0.00,0.00,0
48253,15258,,,,,,,0
48254,15258,,,,,,,0
48255,64190,,,,,,,0
48256,65889,1,,,"Spark plugs, wires, and one ignition coil",56.73,105.52,0
48257,65890,1,,,"Right front hub assembly",80.80,150.29,0
48258,66574,,,,,,,0
48259,65890,,,,,,,0
48260,65889,,,,,,,0
48261,65887,,,,,,,0
48262,65886,,,,,,,0
48263,67680,,,,,,,0
48264,65844,,,,,,,0
48265,64484,,,,,,,0
48266,64661,,,,,,,0
48267,68606,,,,,,,0
48268,67814,,,,,,,0
48269,65891,1,,,"Oil filter",1.79,8.00,0
48270,65892,1,," 67060","Oil filter",1.79,8.00,0
48271,65892,1,,,"Air filter",30.25,42.00,0
48272,65893,1,,,"Oil filter",1.79,8.00,0
48273,65894,1,,,"Oil filter",1.79,8.00,0
48274,68586,,,,,,,0
48275,68152,,,,,,,0
48276,65895,0,,,,,0.00,0
48277,65896,1,,,"Left front air bag",126.00,166.67,0
48278,68152,,,,,,,0
48279,65897,1,,"67356","Oil filter",1.79,8.00,0
48280,65898,0,,,,,0.00,0
48281,68135,,,,,,,0
48282,65899,0,,,,0.00,0.00,0
48283,65900,1,,,"Water pump",51.54,96.72,0
48284,65900,1,,,"Bypass hose",5.65,11.16,0
48285,65900,1,,,"Antifreeze",18.00,25.00,0
48286,65900,,,,,,,0
48287,65897,,,,,,,0
48288,65896,,,,,,,0
48289,65894,,,,,,,0
48290,65893,,,,,,,0
48291,65892,,,,,,,0
48292,65901,0,,,,0.00,0.00,0
48293,65902,1,,,"oring",3.22,5.02,0
48294,65903,1,,,"Oil filter",1.79,8.00,0
48295,65904,1,,,"Rear door handle",38.62,51.49,0
48296,65904,1,,,"Wiper blades",8.00,12.00,0
48297,65905,1,,,"Alternator",187.58,320.40,0
48298,65905,1,,,"Serpentine belt",27.99,49.26,0
48299,63998,,,,,,,0
48300,65906,1,,,"Left rear turn signal socket and bulb",49.03,84.96,0
48301,65907,0,,,"0",,0.00,0
48302,65907,,,,,,,0
48303,65908,1,,,"Transmission fluid, filter",50.00,75.00,0
48304,65891,,,,,,,0
48305,1506694177,,,,,,,0
48306,65904,,,,,,,0
48307,65906,,,,,,,0
48308,65908,,,,,,,0
48309,65909,0,,,,0.00,0.00,0
48310,65910,0,,,,0.00,0.00,0
48311,65911,0,,,,0.00,0.00,0
48312,65912,0,,,,,0.00,0
48313,65913,1,,,"Oil Filter",1.79,8.00,0
48314,65914,1,,,"Coolant fittings and antifreeze",32.00,51.95,0
48315,65915,1,,,"Thermostat and antifreeze",22.00,35.70,0
48316,65915,1,,,"Fuel pressure regulator",62.00,107.22,0
48317,67697,,,,,,,0
48318,66517,,,,,,,0
48319,66517,,,,,,,0
48320,65916,1,,"61516","Oil filter",1.79,8.00,0
48321,65916,,,,,,,0
48322,65920,1,,,"Front brake pads",24.95,45.95,0
48323,65920,1,,,"Wiper blades",12.00,20.00,0
48324,65921,1,,,"Oil filter",1.79,8.00,0
48325,65922,0,,,"0",,0.00,0
48326,65922,,,,,,,0
48327,67697,,,,,,,0
48328,65923,1,,,"Oil filter",1.79,8.00,0
48329,65924,0,,,,0.00,0.00,0
48330,65925,1,,,"4 Tires - P215/70/15 97T Hancook 724",273.66,320.66,0
48331,65889,,,,,,,0
48332,11657,,,,,,,0
48333,65926,1,,,"Oil filter",1.79,8.00,0
48334,65927,1,,,"Oil filter",1.79,8.00,0
48335,65928,1,,,"Left front axle",52.00,89.26,0
48336,65929,1,,,"Alternator",79.47,147.44,0
48337,64511,,,,,,,0
48338,65931,0,,,,0.00,0.00,0
48339,65633,,,,,,,0
48340,65932,1,,,"Sway bar end links",34.80,59.96,0
48341,65933,1,,,"Oil filter",1.79,8.00,0
48342,65933,,,,,,,0
48343,67711,,,,,,,0
48344,64489,,,,,,,0
48345,66524,,,,,,,0
48346,64650,,,,,,,0
48347,65934,1,,,"Oil filter",0.79,8.00,0
48348,65934,1,,,"Air filter",8.00,11.70,0
48349,65935,1,,,"Turn signal switch",64.00,110.00,0
48350,65936,1,,,"Head gasket set and head bolts",233.50,373.75,0
48351,65936,1,,,"Thermostat and gasket",6.74,11.00,0
48352,65936,1,,,"Spark plugs",32.63,43.00,0
48353,65936,1,,,"Cabin air filter",10.70,15.00,0
48354,65936,1,,,"Oil filter",1.79,8.00,0
48355,65936,1,,,"Antifreeze",18.00,25.00,0
48356,65936,1,,,"Radiator hose",10.00,15.00,0
48357,65936,,,,,,,0
48358,2333127,,,,,,,0
48359,64407,,,,,,,0
48360,65937,0,,,,,0.00,0
48361,65938,1,,,"Rear brake sensor",19.95,40.00,0
48362,65939,1,,,"Heater fittings and antifreeze",22.00,35.00,0
48363,16857,,,,,,,0
48364,65940,1,,,"Mass air flow sensor",131.99,191.99,0
48365,65941,1,,,"Power steering return hose",18.00,23.60,0
48366,65942,1,,"UL78","Battery",66.95,86.95,0
48367,68070,,,,,,,0
48368,65943,1,,,"Radiator",150.91,133.00,0
48369,65943,1,,,"Thermostat",18.25,33.68,0
48370,65943,1,,,"Antifreeze",12.00,25.00,0
48371,65944,1,,,"Two coils",40.00,60.00,0
48372,65944,1,,,"Ignition control module",77.99,107.99,0
48373,65943,1,,,"Air filter",7.18,15.96,0
48374,65945,1,,,"Two front struts",146.84,272.45,0
48375,65945,1,,,"Bushings",7.90,15.52,0
48376,67628,,,,,,,0
48377,66404,,,,,,,0
48378,66490,,,,,,,0
48379,64303,,,,,,,0
48380,65946,0,,,,0.00,0.00,0
48381,65947,1,,"67082","Oil filter",3.29,8.00,0
48382,65947,1,,"62891","Air filter",7.18,12.63,0
48383,65948,1,,,"Converter and exhaust pipe",242.99,430.00,0
48384,65949,1,,,"Radiator and antifreeze",114.95,210.91,0
48385,65949,,,,,,,0
48386,65939,,,,,,,0
48387,65940,,,,,,,0
48388,65941,,,,,,,0
48389,65942,,,,,,,0
48390,65943,,,,,,,0
48391,65944,,,,,,,0
48392,65909,,,,,,,0
48393,65913,,,,,,,0
48394,65914,,,,,,,0
48395,65915,,,,,,,0
48396,65916,,,,,,,0
48397,65920,,,,,,,0
48398,65921,,,,,,,0
48399,65923,,,,,,,0
48400,65925,,,,,,,0
48401,65926,,,,,,,0
48402,65927,,,,,,,0
48403,65928,,,,,,,0
48404,65929,,,,,,,0
48405,65932,,,,,,,0
48406,65933,,,,,,,0
48407,65934,,,,,,,0
48408,65935,,,,,,,0
48409,65936,,,,,,,0
48410,65938,,,,,,,0
48411,65928,,,,,,,0
48412,65931,,,,,,,0
48413,65945,,,,,,,0
48414,65950,0,,,,0.00,0.00,0
48415,65951,0,,,,0.00,0.00,0
48416,65952,1,,,"Evap solenoid",117.00,171.00,0
48417,65953,1,,,"Circuit breaker, relay and serpentine belt",65.10,105.75,0
48418,65953,,,,,,,0
48419,65954,1,,,"Oil filter",1.79,8.00,0
48420,65955,0,,,,0.00,0.00,0
48421,65956,1,,"UL78","Battery",66.95,86.95,0
48422,64504,,,,,,,0
